[00:00.000] 567
[43:50.910] 白的把东西
[43:53.770] 的
[43:56.540] 这棕内饰来看太远了。
[44:01.530] 跟大哥
[44:07.650] 要
[44:16.890] 人。
[44:22.320] 我看
[44:25.360] 还是可以先行就可以，别红的，不是不要那种分红的工具来看，这个可以。
[44:33.200] 这东西
[44:36.630] 老板交给你算算。
[44:39.870] 就这个特多，有13台后续。
[44:42.440] 因为最好卖。
[44:44.340] 你看他现车全领域。
[44:46.560] 主要是你这白的好卖吗？
[44:50.320] 买的不多，
[44:52.200] 坏账还灰色黑色的黑的又太大，
[44:59.620] 大家都在
[45:01.650] 的。
[45:04.600] 如果加盟算了，
[45:08.030] 谁知
[45:15.160] 你休6。
[45:16.640] 你算没？
[45:18.760] 没水准没结算。
[45:20.720] 你算算它的总价是多少来用，一下分都算，然后还有一个优惠下来是多少钱？
[45:29.610] 谁知
[45:39.120] 还。
[45:43.360] 是吧？
[45:50.040] 坏数据。
[45:53.620] 场、
[45:55.480] 大
[46:01.370] 场、
[46:03.440] 屋里
[46:25.790] 350买的多。
[46:28.020] 350多。
[46:32.120] 家。
[46:34.160] 然后咱们准备置换是吧？
[46:41.110] 这个车置换会有一个6000块钱补贴，
[46:46.630] 96块钱886天。
[46:49.800] 家庭
[46:50.680] 不是坏的准备。
[46:56.760] 6
[46:58.720] 6000块钱，完了就是国外
[47:03.210] 额外给了6000的。
[47:06.690] 很多外地的。
[47:08.670] 我说要是在里边你也收我说
[47:12.600] 对给您评估，
[47:14.140] 评估完了以后给他平反5万。
[47:16.060] 车险新车再补一周前，
[47:21.910] 坏的
[47:29.880] 句
[47:35.690] 贴膜多少钱，咱们这一套餐
[47:39.570] 现在打完折是13,800，
[47:42.640] 包括威固的、贴膜的、品牌维护的、顶级的，
[47:47.260] 然后还有脚垫、后备箱垫、行车记录仪这一套，
[47:50.230] 全都弄好了13,800。
[47:55.890] 因为现在便宜吗？
[47:57.480] 是脚垫的效果怎么样？
[47:59.710] 大包围的。
[48:01.520] 的。
[48:15.480] 二
[48:19.280] 的
[48:21.170] 人。
[48:23.720] 首付大概付多少？
[48:25.980] 百分之多少？
[48:27.600] 你们一般
[48:31.820] 他现在这个利息是这样，
[48:36.420] 的那种
[48:43.070] 两年三年的是吗？
[48:45.060] 两三年他3年起3年4年
[48:48.700] 跟6年还有也很非常开心的。
[48:52.870] 这3年了3年4年5年，
[48:56.210] 然后利益是这样，
[48:59.140] 三年的利息是
[49:01.150] 到您自己身上利息是3.99，
[49:04.280] gl一的利息会稍微高1.3.99，
[49:07.850] 然后两年的利息是4.01，
[49:11.550] 不是4年的利息4.01，
[49:14.510] 5年的利息是4.04。
[49:19.240] 我把这3年4年的给您算一下，可以就算了3年。
[49:23.080] 然后这4年
[49:24.260] 首付想付多少？2%最低20%，
[49:27.690] 可能一半以上20%是40，对。
[49:32.960] 14万多加上购置税加上保险也
[49:36.760] 也就12 12 12 13万多。
[49:41.260] 不要这种这样你把总额就保险，所以说全部加起来的总额，
[49:48.310] 然后在40万也不是你说的是裸车是吗？
[49:52.690] 首富首付是裸车的价是吧？对，也这首付是14万多，然后这是裸车的，然后再加上购车税保险什么都下来大概二十二三万。
[50:03.430] 大概40万以下就可以
[50:06.020] 按42%首付40。
[50:08.400] 我觉得首付50%以上，
[50:11.270] 你看首付太少，没被带走了那么多，
[50:14.520] 完了他们没有多少，我说的是总价，
[50:19.330] 总价格那不是一样的，一半亮到了40万，最近两年
[50:26.030] 5050万才贷30万，
[50:29.950] 快50万你不在多少钱，差不多一半，我给你算一个一半。
[50:35.560] 小付一半贷款一半，
[50:38.060] 跟您预算差不多44 40万左右。
[50:48.910] 远远
[50:54.770] 花
[51:05.800] 10
[51:09.100] 尽量
[51:16.350] 一半的话44
[51:20.440] 车谁知13,800，
[51:27.980] 然后63,000，
[51:30.480] 保险23,000的，您自己选的保险就只是给您大概保险到时候你要选择不那么多还能便宜。
[51:38.440] 验车2500。
[51:40.450] 都下来的话是什么意思？就是上传，
[51:44.800] 谁知到他包括我们给您办临牌，我们给您交税，然后再加上验车这一拳下来一条龙服务，这交2500，
[51:54.680] 然后首付53%万35万多，带一个35万多，
[51:58.550] 三年月还是11,000月，每个月还11,000，利息是4000
[52:05.370] 42,706，这三年一共的利息一共4万块，贷了35万。
[52:11.420] 35，
[52:12.740] 然后首付付一个44万多。
[52:15.680] 14万。
[52:17.220] 对，我就说这样的，加上这套这些钱，
[52:22.750] 总的交通我觉得
[52:26.160] 他订车的话，
[52:28.180] 定金是多少？1万块钱就
[52:32.150] 占。
[52:33.330] 算了我就定了，我交。
[52:38.660] 行你不算了是不是？钥匙什么园告诉。
[52:42.950] 分期会需要一些
[52:45.220] 比如说指标人是谁，
[52:48.320] 比如您本人，然后您是上班还是公司与公司？
[52:51.910] 现在收入您现在收入是自己的公司，还是您正常上班，比方上班他就会让您到时提交一个？
[53:01.360] 好像都不要明细，现在就要一个年收入工作单位，
[53:07.150] 名字工作单位名称大概占了多长时间，然后他能达到什么，然后留一个D留一个地址那就行了，他都走线上审批，应该不用提供别的东西。
[53:16.540] 给出个证明，不用
[53:18.140] 自己写您自己使用，他看他查询征信，他征信就都有了，他能看到您社保对社保是哪个公司给您上的，跟他一对这个问题。
[53:27.450] 您已经就有贷款，
[53:31.070] 三年内那么买房那些存贷款
[53:35.740] 贷款他是消费贷款，
[53:38.410] 您买房什么的，买房子一样可以贷款，
[53:42.360] 但是它可能占您一定的额度。
[53:45.180] 说说你们俩不问清楚，如果说你玩什么迷药站着不着了，我就摸摸清楚这一点，以防万一什么都没有考虑。
[53:54.990] 这房子钱咱把那房子完了就不用再了，全款了，你那房子没事。
[54:00.670] 没错，我给您问问价格的，然后我给您申请费还能不能
[54:05.540] 再给优惠一点，然后虽然不之外，你还得签个协议给我弄完，然后还有我告诉你
[54:12.220] 车展什么贴膜那些，看看那什么不一样，好了赶紧了。
[54:17.520] 等等。
[54:21.840] 老师我跟我哥说说一个
[54:25.750] 对吧？你说。
[54:32.590] 你说我本身。
[54:35.220] 然后较现货。
[54:37.200] 天前那就好好
[54:42.850] 跟他说好多了，而且
[54:46.090] 说白了跟他们面前说，
[54:50.550] 知道吗？我说不行我给你钱。
[54:54.860] 他有什么说法，以前就直接说这个月14，
[55:01.830] 一年9月份来提升之前到时对，但是叫他。
[55:10.110] 没事的。
[55:11.400] 这说明一人一半
[55:13.750] 这样做
[55:14.740] 只能
[55:31.760] 的
[55:33.210] 感觉
[55:36.910] 心里话。
[55:38.240] 远
[55:39.890] 坏。
[55:47.690] 数据。
[55:57.210] 数据
[55:58.990] 远场
[56:00.470] 坏
[56:04.380] 数据
[56:07.280] 超前了
[56:12.820] 的，
[56:14.470] 坏
[56:17.700] 9月份
[56:21.460] 差
[56:27.530] 了
[56:33.630] 的
[56:40.710] 的
[56:41.890] 五
[56:42.600] 到
[56:45.440] 的。
[56:50.920] 接受。
[56:53.560] 我们把方案再改一下，就剪接的了。
[56:57.160] 再加点东西。
[56:58.520] 点
[57:00.400] 发展
[57:03.430] 心里
[57:06.900] 选择
[57:12.370] 而且这个完了打
[57:15.550] 得老大
[57:17.100] 工作
[57:19.200] 说
[57:21.830] 的
[57:27.430] 这几个月
[57:31.060] 出来唱歌，
[57:38.110] 可能
[57:44.810] 您刚才说了，你要考虑到我们这做装饰，
[57:47.510] 因为装饰我们的价格本身就已经打完折的价格，但是车这边能给您便宜，就是能给您赔到3万。
[57:54.110] 只要您给我们做装饰25,000是吧？
[57:57.350] 原来25,000，现在是3万。
[58:00.130] 您支付置换，
[58:01.640] 只要是做装饰，我们能给您约3万。
[58:08.560] 这小母鸡。
[58:09.860] 5350，小5件就现在这减掉一个5000，
[58:14.420] 但是比如说您可以做一个13,800装饰，或者比如说咱还有别的装饰您都可以做，只要是
[58:20.320] 够这13,800的9。
[58:22.010] 所以这都是我们原来卖15,000多，我现在都打完930。
[58:28.480] 颜色是刚才您说要黑的还是要灰的是吧？灰色，
[58:33.930] 然后红色内设
[58:37.070] 黑车、东北三省，
[58:39.990] 谁知
[58:44.020] 要是中科中可能
[58:46.850] 时间会长了，
[58:48.690] 然后因为我们店现在这个是要快到了这样，比如9月份到的是黑车，是灰车黑内
[58:56.610] 数据
[59:00.220] 花。
[59:06.490] .3。
[59:14.040] 远远
[59:22.790] 数据
[59:25.070] 的
[59:29.680] 的。
[59:32.310] 三
[59:33.920] 的
[59:34.720] 特别晚，这样特别版限量
[59:43.110] 没法直接跟厂家订，咱们正常的
[59:48.830] 你黑车还有什么内饰，除了出车就那意思。
[59:56.440] 在排产期之内就只有那一辆。
[60:00.710] 我刚才直接跟我们计划员，我说想订一个中，然后调查直接的说他用不了，
[60:06.120] 说那个是厂家的特别晚，咱们就米色的一点
[60:10.700] 清单就那款刚才咱们吃饭的，咱们现在所有的都在，
[60:17.190] 后续现在已经到了，你看到7月29号7月29号这个车，您应该得8月
[60:25.030] 9 10 11 11月份到
[60:28.070] 车多少能到的车都是黑车、棕内绿车，
[60:34.780] 然后黑车、黑内、黑车，
[60:38.800] 洞内
[60:39.790] 绿色黑色，洞内
[60:42.240] 蓝色，
[60:43.320] 东北
[60:45.020] 是咱所有的。
[60:47.150] 他就特别赶是限量，它跟常规的不一样。
[60:51.200] 可以。
[60:52.790] 三。
[60:56.750] 真的打起来了。
[61:01.140] 跟老天津没钱了。
[61:03.330] 对，当时纯黑的黑的。
[61:05.940] 以前我们就买的
[61:07.950] 皮套子套的话就完了，这也是新开的灰尘分类的。
[61:15.650] 只有那个了。
[61:17.160] 然后这台用
[61:18.120] 因为白的看着到手的，
[61:21.760] 我们俩还干净在接受。
[61:26.540] 2583。
[61:32.030] 再去看看
[61:36.990] 的
[61:42.710] 对。
[61:43.500] 有不一样的。
[61:44.850] 你棕色的颜色也挺深，还不算从企业吃权重，
[61:50.120] 我从都是上面就来了，然后我再找个我们同事先给您定说，
[61:56.810] 因为那个时候等我半天了，我觉得咱跟我说一句，我打一个我们同事您还做着您别动了。
[62:04.800] 没有专业。
[62:08.810] 等
[62:14.050] 这么漂亮咱们
[62:17.540] 你们
[62:20.830] 但是
[62:24.020] 还
[62:26.250] 出去。
[62:29.910] 也别说。
[62:33.960] 还有朋友跟浅色
[62:39.100] 了。
[62:43.770] 没事儿。
[62:45.720] 数据
[62:51.150] 远
[62:54.360] 耗子
[63:07.430] 白色
[63:10.480] 的。
[63:15.310] 的
[63:19.840] 坏数据。
[63:26.410] 七
[63:27.720] 现在
[63:39.340] 了
[63:43.920] 11月份。
[63:59.640] 花
[64:09.570] 的。
[64:10.690] 还
[64:14.720] 数据。
[64:17.440] 非常
[64:22.520] 黑色。
[64:25.950] 搞怪。
[64:32.900] 因为我看了好多黑车，
[64:35.280] 你看。
[64:39.900] 的。
[64:40.900] 谁知
[64:43.740] 也不承担你
[64:49.270] 做为P
[64:53.070] 张。
[64:55.220] 因为
[64:57.910] 不健康在这个程度肯定是我们俩
[65:05.820] 到西昌反正你知道我家里人多，然后有ID的衣服，
[65:14.730] 我也感觉这上面这么干净，谁知
[65:19.390] 有点脏了。
[65:20.620] 想黑也不晓得，
[65:22.390] 写个大店模式劝你都看不见。
[65:24.950] 是真的。
[65:28.810] 只要你车里干净朋友，你不能告诉你游戏，那就是自己的
[65:35.240] 关键看看书不要开门或者
[65:42.720] 行不行？你们说了谁知
[65:46.200] 我觉得
[65:48.420] 我只是说座位肯定要加，如果他有规则和你说的电影，
[65:53.920] 他叫
[65:56.090] 我说的话你们
[65:59.270] 刚才看里面都感觉
[66:00.980] 这一块不到
[66:03.680] 着。
[66:04.550] 飞一样就没法了，大眼了你知道吧？
[66:07.370] 我感觉不到。
[66:08.880] 2038，
[66:11.210] 谁知
[66:13.410] 老师
[66:14.280] 看看这里面有
[66:16.610] 米色的套。
[66:18.020] 他们必须凳子必须要看一下，找到不像票能买的都有。
[66:23.800] 还有
[66:29.330] 这种孩子，
[66:31.410] 最后我
[66:36.480] 还可以。
[66:40.390] 我没有说话。
[66:43.110] 在网络上
[66:49.450] 而我
[66:50.310] 我在联盟里面其实引导这个角色的
[66:54.660] 上下沟通，
[66:57.920] 销售
[66:59.940] 这个电话。
[67:07.090] 给他看米色什么的，像小米的哎哟米的没有。
[67:13.550] 你们刚才咱们试驾的车这里边这种姿势好看？
[67:19.100] 不知道咱们没用完你这B车里没有是吗？对这一批都没有，一直到今天11月份都没有。
[67:27.600] 黑色的都是黑的中国人米特上次
[67:33.150] 棕色没有灰的，
[67:34.940] 工作室黑长的我是
[67:37.800] 黑色灰内
[67:42.570] 怎么
[67:43.740] 想好了，
[67:44.610] 要么就黑着
[67:46.150] 黑车
[67:47.480] 不要给走了。
[67:49.480] 咱们go将这个有点黑交易耽误聊788平时在做，然后说说
[67:55.890] 二胡雪人弄好了，哪个都弄好了，给你做的都会是
[67:59.730] 拿毛笔做3万，随便拿来拿去，
[68:03.640] 优惠是3万写出来一会忘了。
[68:07.480] 我给你干活。
[68:09.720] 一个月3万，
[68:10.890] 然后多长时间都不给我，不要给
[68:14.360] 装饰13,800，然后一会你要夏装，你要夏东在让客户体验一下，咱们那好眼膜看客户考虑，
[68:21.230] 然后你再
[68:23.360] 然后分期有没有收到？
[68:27.430] 叫你跟他说你是个流派订车的。
[68:30.570] 36号7月号杨雪杨雪你
[68:35.520] 我现在帮着刘帅这订车，你的朋友
[68:38.840] 你
[68:41.760] 我是帮着流出来这打单子，
[68:44.990] 有50%，
[68:46.660] 有53%年不让谁知
[68:50.310] 都写完了，
[68:52.170] 都有50%。
[68:54.200] 三年，然后这是多少？
[68:57.540] 物流费是3万。
[68:59.040] 73的话有这优惠25,000，然后申请了一个月3万。
[69:02.440] 一个。
[69:04.000] 然后还有什么？主要是现在跟客户说了13,800贴膜，脚垫互相什么去比，然后最好的模式微不足道，
[69:10.630] 然后拿下东大哥，然后其他的别的没了。
[69:14.830] 材料有什么事情，待会一会让他给您叫分级同事，然后你跟客户再聊聊。
[69:20.990] 内饰的。
[69:22.350] 这样内设
[69:23.860] 我想要冻类，想要徽章，桌上咱们只有分类，
[69:27.860] 您要没问题，没有工作或者的政策，实际上它跟你聊，这是我们主管让他跟您聊。
[69:33.730] 20二手车你到那工作找20多，
[69:39.130] 您到这第一个办公室报名密码了，邮费一OK一一晚假两件，
[69:47.470] 来咱们看我
[69:50.140] 多少人？
[69:53.430] 不好意思，让您等半天，我早晨到现在还没吃饭，吃饱肚子饿死了，我再吃点。
[70:00.690] 我们这还没有吃的药最后就好了，刚才问
[70:06.260] 我知道咱们
[70:13.370] 还做
[70:15.100] 没想到这下午就突然间这么多人，然后我们还不知道闲着，
[70:19.740] 就得让我们微商户这丫头有时候一接就两小时三小时先
[70:24.600] 就说咱俩之后要留意聊天了，我就
[70:28.160] 那小伙子也动态，因为我着急，
[70:31.710] 家里
[70:32.950] 主要是家里有事了，对不起圣殿，
[70:38.220] 我真是不想让您等这么
[70:41.490] 实在是
[70:42.810] 找不着人了。
[70:46.650] 这边现在这么多人，
[70:57.880] 有优惠。
[70:58.880] 这车有，但是您得让
[71:01.130] 到我们这一楼登个记，然后他给安排双手，现在实在太忙了，来等一下。
[71:06.560] 我这边第
[71:10.760] 主要还是
[71:16.990] 这样。
[71:18.080] 好。
[71:34.280] 还是要白的。
[71:35.720] 还是要。
[71:37.040] 就旧款式就是定的就是。
[71:41.670] A2 200 200运动定配。
[71:45.960] 对吧？是吧？就是这个了反正
[71:48.480] 定制肯定就是这个了，你再给我优惠点，一会弄的。
[71:53.880] 问一下这块标语，说
[71:58.000] 11505，
[72:00.290] 这样。
[72:16.910] 也就刚
[72:20.790] 这个白色是6月11号生产的，7月份10月十几号才刚到。
[72:26.460] 我先给您算一下，然后一会找领导给您问，
[72:29.810] 弄好了他就
[72:35.550] 你这三五给我分期还是30%我给您算，对，他说就作为一个来吗？上午给我算了。
[72:42.110] 行，我待会我先跟鞋只能。
[72:44.890] 然后一会我给你问一下。
[72:46.510] 因为上午52,000也是我们经理给的，
[72:51.350] 本来可以多优惠点你知道吧？我直接就定了，
[72:55.390] 你几天能给我牌子加上好可以开走了。
[72:59.750] 开会我们是能给您先D分期，
[73:05.280] 分期咱先提交材料，寄了两个工作日和7，
[73:08.860] 批了以后咱办手续，然后您的旧车您要给朋友们门得先过户，过完户指标出来以后应该几天下三四天正常你要外迁的话是4个工作日，
[73:20.610] 过本应该是三个工作日三个工作日，对，然后您指标出来了，咱们新车再去交税验车去。
[73:26.370] 这段时间新车您就先拿我们给您办好临牌，您先拿08先开着。
[73:31.880] 那也可以是吧？
[73:36.520] 我的明天不就可以来办手续了吗？
[73:41.840] 先今天就把分期分那些东西先提交，因为都不用
[73:47.090] 分期不用您打什么东西就线上审批，对你都提对批了以后然后咱们一交首付，
[73:53.880] 上午来交首付，下午中午就把车开走了，
[73:58.180] 一天就办完了，然后剩下就等指标指标来了，对咱们在交费验车里，
[74:03.190] 主要你这个价钱还是有点高，您给我没事，待会我给你听讲，您放心，到时我给你问找着了。
[74:10.840] 但基本上也就这样，不会再有什么大变动了。
[74:16.130] 对你多优惠点好吧，现在咱们
[74:19.060] 您放心。
[74:21.100] 让您等我半天，我觉得给您磕我也得给您磕下去，车下点钱来
[74:27.870] 咱手里买你知道吗？你看告示让您等半天，我都没真不好意思让您等这么半天，
[74:36.260] 那就不置换了，就说不合适吗？
[74:40.440] 不是话，你自己想象不一样了，就差一个2000块钱补贴。
[74:44.960] 保险补贴。
[74:46.200] 那个不是大概6000吗？
[74:48.330] 然后正常现在有可能咱先大概算8000，如果您不上这么多可能还会便宜，盗抢玻璃划痕这些险种不上，还能便宜点有可能。
[75:20.170] 首付还是30%是吧？30%。
[76:02.840] 23年。
[76:04.100] 两年。
[76:05.230] 二十四七特周二47。
[76:40.750] 装饰考虑吗？
[76:42.440] 就5800贴膜、脚垫、后备箱垫、行车计数仪暂时不考虑是吧？
[76:47.380] 挺好的。
[76:51.510] 稍微差一点点。
[76:53.520] 就差在保险上了，跟我刚才给您算了也不是不置换，他那个置换不有2000块钱保险补贴吗？
[77:05.790] 800. 
[77:11.690] 月份过来。
[77:13.620] 3000。
[77:14.950] 置换有3000块钱保险补贴，就那3000保险补贴没了。
[77:21.650] 然后现金优惠是5。
[77:23.490] 万二。
[77:28.440] 首付是多少？这等票明天我要定了，直接就给你交93,000多是吧？
[77:34.380] 你再给我假我给你问你。
[77:37.640] 你看到心理价位应该是9万还行了，我差不多几万情况行，我给你讲。
[77:45.190] 点心重点。
[77:48.960] 你再跟那个叫他准备你知道吗？绝对的来20运动买得很。
[80:52.570] 最近波动。
[81:02.650] 还是。
[81:07.640] 验车不收了。
[81:09.520] 送您了。
[81:11.120] 我们最大的
[81:12.640] 验车就2500，您不用花了，但是还是我们给您验车什么都是我们给您办，您不用交钱了。
[81:21.010] 你现在打一两千五，
[81:22.690] 我这零头基本上就没了。
[81:24.460] 我跟您说你就花钱这块基本一样，就9万差不多了吗？超过了300 500。
[81:30.490] 我们现在最高本来我们领导说让您送一验车，但必须坐装置，必须得花5800做装饰，我说跟客户做不了，不能说不想做装饰吗？我说人家认识，
[81:40.360] 然后领导说你就跟客户谈，咱们最低底线就是验车送您验车，别的就没了。
[81:45.450] 就我们底线。
[81:46.810] 因为车。
[81:48.110] 车这经理权限看我们经理权限就是5万，二我们是5万。
[81:52.090] 但我已经上午就给您报了5万，就找他申请了。
[81:55.840] 现在你们不置换了吗也？
[81:57.920] 然后也不做装饰，我没有利润就能送的，只能送您没有别的钱。
[82:03.390] 就一车一购置税购置税交国家的国家收多少我们给你交多少，不多收您
[82:08.780] 都最少补着，然后保险也是。
[82:11.260] 保险就到时候您自己
[82:13.420] 险种您选多少咱就上多少，
[82:15.930] 然后能送您的验车了。
[82:18.730] 我们能给您让了别的了，没有了跟您讲可以。
[82:22.970] 可以就这么local了，对不对？
[82:25.550] 指标人是谁？
[82:27.010] 指标，你说那个车的人是吧？对就上谁名下，我的您身份证您拿了吗？来了，您给我那个车，现在车牌子叫那我的你知道吗？都是我本人的。
[82:37.530] 以前做生意他买的。
[82:40.110] 你看薪水的驾驶证都是我的。
[82:45.150] 这不是。
[82:48.610] 来了。
[82:51.160] 然后您居住卡您有吗？居住卡没有，到时你得办一个。
[82:55.260] 新车的新车得用，因为新车上牌办临牌得要居住卡。
[83:01.430] 你们说随便给我办一个就行了，我也不知道在哪办，因为我才是他那里上派出所办，我们
[83:07.700] 怎么我们给您办不了，必须得派出所或者居委会
[83:11.200] 得到拍。
[83:12.780] 因为没那东西，咱新车现在订车都没问题，在新车上牌的时候。
[83:17.870] 就必须得要居住卡，因为他得跟我这边也没房子，我找喇嘛，我刚过来一个人真的。
[83:24.120] 来北京就买车的，我们给您办只能找外边犯个
[83:29.910] 但是饭他肯定也不便宜。
[83:32.050] 您自己办不花钱，我知道不花钱办钱我都找谁办去，我高来就来，北京现在都住宾馆，你知道吗？
[83:39.590] 我来就把我的车给卖了，然后买辆车，然后开回去就开回去了，
[83:45.040] 开回去有可能下半年还来北京知道吧？开回去家里面。
[83:48.820] 这是我们给因为他
[83:50.980] 必须本人去，主要也得
[83:54.200] 我们给您办，只能找贩子。
[83:57.420] 饭他一说就好几百，
[83:59.040] 要不了那么多钱了，
[84:00.800] 或者您这么个认识
[84:02.870] 办居住或者您朋友有没有认识那种办居住卡的人，哪怕您花几百块钱，因为我们给您找可能贵，
[84:09.150] 我们给您找都得七八百。
[84:11.120] 太亏了，对。
[84:13.160] 原来很便宜，原来就300多，但现在一一穷都特别贵，就一下涨一倍，
[84:18.370] 原来就300块钱。
[84:22.880] 所以我们一般喇叭居委会派出所一般都是派出所也可以给办是吧？搬迁后往下住房也没有。
[84:32.350] 因为他必须就开票，咱可以暂时先不用，
[84:35.630] 然后办临牌也可以不用，
[84:37.800] 交税，必须要有居住卡，我们得要复印件得给人税，税务局没有资助卡交不了税。
[84:44.200] 然后您这车过户，
[84:46.240] 你没记住卡过户也过不了。
[84:50.640] 您旧车过户必须有居住卡，我赶紧再想办法找个弄个居住卡，
[84:57.150] 要不您的过户也只能拖着，只能到达，行，我待会回去想办法，回去自己想办法了。
[85:04.270] 我先给你路费。
[85:29.390] 说话。
[85:34.670] 对不起大哥我点错了。
[85:42.630] 别哥我按错了习惯了。
[85:46.830] 别的不需要了，那个极速卡是吧？就可以了是吧？
[85:50.420] 具体车辆的算法，
[86:19.030] 然后你看电话流泪。
[86:20.780] 1351355250
[86:23.480] 525015401540. 
[86:27.800] 0。
[86:57.370] 我先随便打一北京地方，
[86:59.770] 因为到时候再改。
[87:07.390] 就够。
[87:08.480] 麻烦办。
[87:12.570] 反正实在不行，我们到时候领导人反而可能
[87:16.660] 要比您自己找的要贵一点，贵近怎么来的贵个一二百块钱。
[87:22.380] 因为他们三个贩子就是花香的，他们办他们肯定出钱，
[87:27.240] 他肯定比您正常找朋友办，现在我估计早晨我也找不到，我也就我自己一个人刚来北京或者您让您朋友，比如说您今天大哥什么他们认不认识，认不是农村
[87:38.850] 办认不认识办居住卡的人？
[87:40.920] 我估计都抢。
[87:43.950] 没有专门的原因，咱们。
[87:46.640] 到时候你们
[87:48.230] 你们班明天我能拿到吗？
[87:52.090] 如果发点钱就能早点，他这种一般都是
[87:56.320] 这个应该挺快的，一般都是您身份证留着，然后我们给您寄走，他办完再给寄回来，最少得三天，他是快递。
[88:03.580] 顺丰。
[88:04.840] 那都是在北京，我明天去问问明天要花销吗？您先问。
[88:50.730] 邮箱您有吗？
[88:52.580] 电子邮箱QQ的或者什么的还真没有。
[88:56.430] 不用不动。
[88:58.010] 没办法用也没什么用，厂家刘必须得跟系统直接打。
[89:24.170] 先给D分期，然后您自己现在正常是上班还是自己做生意？
[89:28.670] 我自己做生意一直都是自己做，有营业执照吗？没有。
[89:37.520] 让我们根据别人来说，
[89:40.210] 我问问看能不能批
[89:45.760] 扣前厅一统天下，
[89:48.240] 填表。
[89:50.620] A
[89:52.080] 30%。
[89:53.710] 30%。
[89:57.750] 对吧？
[90:02.690] 咱得先批分期。
[90:04.680] 对，现在要跟他分析您主要收入来应该怎么样。
[90:09.720] 收入来源就是和朋友合伙做生意，以前自己单干，
[90:16.210] 以前自己干，现在。
[90:20.490] 因为我怕他分心，那边还得提着东西。
[93:10.320] 收到了。
[93:13.490] 你说什么？
[93:18.350] 我在潜艇一头。
[93:25.830] 放到这儿。
[93:27.150] 还有。
[93:46.990] 很好客户本人，然后AA200首付30%，两年。
[93:52.830] 但是客户自己做生意就没有一定之二，行没问题，您的指标。
[93:57.060] 对还款也是接待。
[93:59.260] 对行行，您是什么行业？您现在我自己做生意卖肉，
[94:06.460] 超市里面卖肉，超市超市里面运营的时候我们肯定就不用办了，等于说您有经营地址是吧？原来有今年一直不就了，一直就今年就没干了，然后合伙叫永恒在老家
[94:20.930] 搞炒酸奶店你知道吧？所以说来买辆车给自己开店，等于说是没有合伙开店。
[94:28.550] 行。
[94:29.240] 我跟您说一下大概需要少对吧？等于您现在开店在老家开了是吧？北京这边您就没再做了，没再做也有可能马上也还回来吗？因为我在这边买车。
[94:39.600] 可能他在这边呆，
[94:40.780] 知道吧？
[94:41.610] 出来那是跟北京有，
[94:43.900] 北京老家都经常晚。
[94:47.650] 卖肉食是吧？生鲜美对生虾。
[94:53.780] 您是从什么时候开始不干这个的？刚刚就今年疫情没干嘛。
[94:59.890] 今年过完年了吗？没过来就没干了。
[95:03.190] 我干这行干10多年了，10多年了我还是给您写收入，
[95:08.390] 我还给您写生鲜行业，因为您毕竟一直干还写作回来，您奔驰后续有可能给您打电话核实，因为您一直干着他问什么你也都说得上来，对。
[95:18.120] 行，那地址我给您写哪就写到我游兄弟只要拿到你给我发一大概经历就行了。行，我跟您说一下，大概手续前期很简单。
[95:27.030] 法定您的就要给您是。
[95:30.020] 快点。
[95:31.050] 具体需要的手续，待会我会让她通过微信给您发一份详细的清单，你待会下午发货，先跟你说话，
[95:39.610] 会给您发一份详细清单，然后您找清单准备就行了，然后现在您先大概听一下就行，前提很简单，就是您的身份证正反面，您拍个照片，身份证证明，然后剩下的信息为等信息类，您到时候编辑成文字发给我们就行。
[95:53.850] 比如说您的手机号，您的现在的居住地址，大概的居住年限，
[95:58.900] 然后您经营的行业，比如说生鲜什么编成文字就行了，然后经营的大概的地址，这中间您到时候看您给我写，然后您大概从什么时候开始经营的，您也都估算一下就行了，不用特别准，然后如果您现在已婚了，那就多一个配合的姓名，深圳手机号要单身什么就不用了，你知道我媳妇的
[96:18.640] 什么你说多个身份证号是谁的？正反面您要是已婚的话，您夫人的姓名、身份证、手机号这三个信息发给我们就行，也不用挣钱，也不用他这个工作单位姓名、身份证号、
[96:32.910] 手机号可以就这三也不会给他打电话，那都没信对的，然后奔驰现在是电子申请，我给您上传到系统以后，您手机会收到一个奔驰给您发的短信，里边会有一个链接，需要您点进去按流程操作一下。
[96:47.400] 然后里边所有的信息都是我们已经给您填好的，进去以后您就能看见您提供给我们那些信息您住哪了，现在经营什么行业了？
[96:55.610] 同时您还能看到您具体买的车型、成交价格、首付比例、贷款比例、月供了，您自己在手机上全都看，
[97:02.170] 然后您就核对一下就行，看您的金融方案还有车型售价对不对？然后没问题的话您就拉倒，最下面按流程确认就行了。
[97:09.540] 很简单，顺利的话一般一两分钟就完事了，然后还款那就是您名下工商、农业、中国、建设。
[97:16.840] 这4个国有银行之一的储蓄卡，您看您哪个方便？
[97:20.110] 用你同意，不是说他是用工行，我当时就办一个，反正您看您四大国有银行储蓄卡就行，然后下回您再办手续时候，您记者把账号给我带回来就行了，他怎么着方便，然后最后一步新车验完车上完牌以后，需要您的身份证原件大概三个工作日去完成车辆的抵押登记，没有任何费用也都不用您跑手续，都我们给您代办，那就别干，你要出差坐飞机到您用就行了。
